Customer,State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Month,Day Of Week
LS92540,California,4111.197013,No,0,College,,F,32210,1,Divorced,103,16,97,0,1,Corporate Auto,Corporate L2,Offer1,Call Center,494.4,SUV,2,1,5
RP92511,Nevada,11085.87709,No,1,Bachelor,,M,69090,0,Married,139,24,11,0,5,Personal Auto,Personal L3,Offer1,Agent,387.222556,Sports Car,1,1,3
LK63879,California,4745.680421,No,0,High School or Below,,F,0,1,Single,63,23,88,0,3,Personal Auto,Personal L2,Offer1,Branch,523.337427,Four-Door Car,1,1,3
BT20606,Arizona,5837.528088,No,0,Doctor,,M,83308,1,Married,73,3,81,1,7,Personal Auto,Personal L2,Offer3,Agent,419.471438,Four-Door Car,1,1,0
MN79082,Oregon,6444.076976,No,1,College,,M,46750,1,Married,82,20,74,1,3,Corporate Auto,Corporate L1,Offer3,Branch,672.026958,Two-Door Car,0,1,2
ID89933,Oregon,7255.577594,No,1,Doctor,,F,39786,0,Married,91,2,91,1,9,Personal Auto,Personal L2,Offer1,Web,365.835977,Four-Door Car,1,1,6
NM77390,Nevada,8197.712164,No,0,High School or Below,,M,56788,1,Single,108,22,34,5,7,Special Auto,Special L3,Offer1,Agent,579.710188,SUV,1,1,3
NN79124,Nevada,4554.911887,No,0,Bachelor,,M,90156,0,Married,114,16,6,0,1,Personal Auto,Personal L1,Offer2,Call Center,388.346716,SUV,0,1,3
DF97701,Oregon,7069.740965,No,1,Bachelor,,F,63867,1,Married,89,21,4,1,3,Corporate Auto,Corporate L3,Offer3,Branch,432.361631,Four-Door Car,1,2,1
EJ73184,California,4743.694528,No,0,Bachelor,,F,83413,2,Married,118,0,1,0,1,Personal Auto,Personal L3,Offer2,Web,134.801691,SUV,1,2,3
GE43335,Nevada,4019.384424,No,0,College,,M,0,1,Divorced,118,2,48,0,1,Personal Auto,Personal L1,Offer1,Branch,566.4,SUV,2,2,4
UP80657,Washington,2674.730716,Yes,0,College,,M,56342,1,Single,69,12,89,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,331.2,Four-Door Car,0,2,1
PR13091,Oregon,9206.429641,No,0,College,,F,55542,0,Single,117,1,76,0,5,Personal Auto,Personal L3,Offer1,Web,310.651386,Sports Car,1,1,6
CG90504,Oregon,4770.550911,Yes,0,College,,F,12964,1,Single,65,2,37,0,4,Personal Auto,Personal L3,Offer1,Web,362.774545,Two-Door Car,1,2,1
SH12501,Washington,3768.086327,No,1,High School or Below,,M,43412,1,Married,94,33,38,0,1,Personal Auto,Personal L2,Offer4,Agent,509.722387,Two-Door Car,1,1,2
ZR58728,Nevada,2893.739608,No,0,Master,,M,82611,1,Single,74,23,87,1,1,Personal Auto,Personal L3,Offer2,Web,355.2,Four-Door Car,1,1,1
NS57426,Arizona,11611.94584,No,1,Bachelor,,M,28915,1,Single,76,10,49,0,2,Personal Auto,Personal L3,Offer4,Web,364.8,Four-Door Car,1,2,4
LP86596,Arizona,2554.551152,No,0,High School or Below,,F,0,1,Married,70,19,27,0,1,Personal Auto,Personal L3,Offer4,Agent,336.0,Four-Door Car,1,2,2
HR92775,California,3226.516193,No,1,College,,F,91774,0,Single,81,4,21,0,1,Personal Auto,Personal L3,Offer1,Call Center,285.020982,Four-Door Car,1,1,0
DQ69331,Washington,2227.072755,Yes,0,High School or Below,,M,27972,1,Married,61,7,38,0,1,Personal Auto,Personal L2,Offer3,Web,292.8,Four-Door Car,1,1,2
SP41790,California,10623.40552,No,1,Bachelor,,M,0,1,Married,96,11,16,0,2,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,0,1,6
YA52900,Oregon,8304.688878,No,1,College,,M,0,1,Married,122,22,14,2,9,Corporate Auto,Corporate L3,Offer2,Agent,681.328474,SUV,0,2,5
RQ88363,California,5155.529312,No,0,College,,F,77857,2,Married,64,0,99,0,9,Personal Auto,Personal L3,Offer1,Agent,160.62847,Four-Door Car,0,1,1
OZ37864,Oregon,4407.769164,No,0,Bachelor,,F,0,2,Divorced,62,18,34,0,3,Personal Auto,Personal L3,Offer1,Branch,114.097383,Four-Door Car,1,1,4
EH27304,California,2955.495724,No,0,Doctor,,F,56502,1,Single,74,15,78,0,1,Personal Auto,Personal L1,Offer3,Branch,355.2,Four-Door Car,1,1,4
CR37971,Oregon,3900.906002,No,1,Bachelor,,M,95018,0,Married,97,21,81,0,1,Personal Auto,Personal L2,Offer2,Web,315.879728,Four-Door Car,2,2,2
KL54950,Oregon,4531.372981,No,1,Bachelor,,M,23705,1,Married,122,33,2,4,1,Personal Auto,Personal L3,Offer1,Agent,585.6,SUV,1,1,0
DS75515,California,2813.309659,No,0,Bachelor,,M,72333,0,Married,70,10,20,0,1,Personal Auto,Personal L2,Offer2,Agent,177.224451,Two-Door Car,2,2,1
YW72997,Arizona,7196.721128,No,0,High School or Below,,M,0,1,Single,107,22,96,0,4,Personal Auto,Personal L2,Offer4,Web,770.4,SUV,1,1,5
MR13691,Arizona,6301.102478,No,1,Bachelor,,M,47622,0,Married,80,15,13,0,7,Personal Auto,Personal L3,Offer1,Call Center,305.544034,Four-Door Car,1,1,3
PP20957,Nevada,7799.440458,No,0,Bachelor,,F,0,1,Married,105,33,7,0,3,Personal Auto,Personal L3,Offer1,Web,504.0,SUV,1,1,3
KJ41153,Oregon,8292.626726,No,0,College,,M,79632,0,Divorced,106,7,72,1,3,Personal Auto,Personal L3,Offer2,Branch,344.048739,SUV,1,1,5
CH78309,Oregon,2906.298309,No,0,College,,M,72211,2,Married,73,12,1,0,1,Personal Auto,Personal L3,Offer2,Web,44.912125,Four-Door Car,1,1,3
UF54329,California,6089.77238,No,1,College,,M,70892,0,Married,76,21,32,0,5,Corporate Auto,Corporate L1,Offer2,Call Center,206.709951,Two-Door Car,1,1,6
CQ59706,Washington,5016.144667,No,0,College,,F,49367,2,Divorced,63,16,40,0,9,Personal Auto,Personal L3,Offer1,Agent,69.230355,Four-Door Car,1,1,1
PP14656,Washington,5680.467468,No,0,Master,,M,90353,2,Married,70,3,64,0,7,Personal Auto,Personal L1,Offer2,Branch,72.617605,Two-Door Car,1,1,6
QM74025,Oregon,4582.155128,No,0,High School or Below,,F,49558,1,Divorced,115,1,73,0,1,Personal Auto,Personal L2,Offer3,Web,552.0,SUV,2,2,3
RW67951,Washington,8663.550386,No,0,Bachelor,,M,93485,2,Married,72,31,40,0,2,Personal Auto,Personal L2,Offer4,Agent,127.104785,Four-Door Car,1,2,1
ED13353,Oregon,5274.20076,No,0,High School or Below,,M,10629,1,Single,74,17,15,0,8,Personal Auto,Personal L3,Offer4,Web,532.8,Four-Door Car,0,2,4
LG49010,California,2620.601718,No,0,Bachelor,,M,10237,0,Married,72,31,97,0,1,Personal Auto,Personal L2,Offer2,Call Center,253.637853,Two-Door Car,1,2,2
UA74474,Oregon,4515.184003,No,2,College,,F,87517,1,Married,112,1,28,1,1,Corporate Auto,Corporate L3,Offer2,Branch,802.278237,Four-Door Car,0,2,6
AC79024,Nevada,5533.229132,No,0,Bachelor,,M,23241,1,Married,70,11,14,0,9,Personal Auto,Personal L1,Offer2,Agent,504.0,Two-Door Car,0,2,0
SD61306,Arizona,5216.914471,No,0,High School or Below,,M,60861,2,Married,66,8,82,0,4,Personal Auto,Personal L3,Offer4,Agent,65.425125,Four-Door Car,0,1,6
PF88939,Nevada,7860.086842,No,0,Doctor,,M,21726,1,Married,104,20,79,0,8,Personal Auto,Personal L2,Offer2,Branch,697.010998,SUV,1,2,0
FG64765,Arizona,5016.553079,No,0,Bachelor,,M,36313,0,Single,67,3,38,2,9,Personal Auto,Personal L2,Offer1,Agent,300.375887,Four-Door Car,1,1,1
DC79319,California,3351.567048,No,1,Bachelor,,F,29160,1,Single,87,25,62,0,1,Personal Auto,Personal L3,Offer2,Branch,417.6,Two-Door Car,1,1,0
HS45195,California,6732.202033,No,1,High School or Below,,M,0,1,Single,99,15,79,0,5,Personal Auto,Personal L3,Offer4,Web,712.8,Two-Door Car,0,1,5
WL72919,California,4974.8733,No,0,College,,F,48139,1,Single,63,9,41,0,9,Personal Auto,Personal L1,Offer3,Call Center,329.494,Four-Door Car,1,1,5
DO31181,Oregon,4739.297046,No,1,College,,F,0,2,Married,76,28,55,5,3,Personal Auto,Personal L3,Offer1,Agent,38.792481,Two-Door Car,1,1,6
WY23230,Oregon,6086.431746,No,1,College,,F,13688,1,Divorced,84,25,2,0,8,Personal Auto,Personal L2,Offer1,Agent,403.2,Two-Door Car,1,2,3
SK89479,California,5016.641406,No,0,College,,M,0,1,Single,73,16,77,0,9,Corporate Auto,Corporate L3,Offer2,Branch,525.6,Four-Door Car,1,1,3
BM30720,Nevada,7341.794924,No,0,High School or Below,,F,27649,1,Single,63,3,63,0,2,Personal Auto,Personal L3,Offer4,Web,302.4,Four-Door Car,0,2,3
XG92008,Arizona,3215.196994,No,1,Master,,F,24191,2,Married,80,11,32,0,1,Personal Auto,Personal L2,Offer4,Branch,103.750234,Four-Door Car,1,2,2
CJ46674,Oregon,2533.796807,No,0,High School or Below,,M,0,1,Single,71,11,77,0,1,Corporate Auto,Corporate L1,Offer2,Web,517.056582,Four-Door Car,1,1,4
UJ31096,Oregon,5340.535477,No,0,High School or Below,,F,58493,1,Married,67,13,53,0,4,Personal Auto,Personal L1,Offer3,Agent,321.6,Four-Door Car,2,2,4
GS44464,California,3644.833554,Yes,1,High School or Below,,F,82477,1,Married,90,1,69,0,1,Personal Auto,Personal L3,Offer2,Agent,432.0,Two-Door Car,2,1,5
XP35430,Oregon,6382.047596,No,1,College,,F,88663,1,Married,79,20,86,0,7,Special Auto,Special L3,Offer1,Agent,379.2,Four-Door Car,1,2,5
QI51950,Nevada,4303.637883,No,0,High School or Below,,F,74057,1,Single,109,27,24,0,1,Personal Auto,Personal L2,Offer2,Branch,523.2,SUV,1,2,5
PL88841,Arizona,4228.734374,No,0,Bachelor,,M,0,1,Married,63,2,82,2,8,Corporate Auto,Corporate L2,Offer2,Agent,302.4,Two-Door Car,0,1,2
ZW51790,Arizona,10426.08551,No,0,College,,F,52342,1,Married,66,28,28,3,2,Personal Auto,Personal L3,Offer1,Agent,316.8,Two-Door Car,0,2,2
MY80820,California,2484.747576,No,0,Bachelor,,M,42012,2,Married,63,13,84,0,1,Corporate Auto,Corporate L3,Offer1,Agent,40.754246,Four-Door Car,1,2,5
NE13752,Arizona,8232.760182,No,0,Bachelor,,M,56021,0,Married,69,20,38,0,2,Personal Auto,Personal L3,Offer1,Agent,279.51121,Four-Door Car,1,1,2
DD97473,Oregon,2160.920387,No,0,High School or Below,,F,0,1,Single,62,4,49,1,1,Personal Auto,Personal L3,Offer1,Agent,439.001718,Four-Door Car,1,1,1
QJ89807,Nevada,4423.690041,No,1,High School or Below,,F,0,1,Single,125,8,55,0,1,Personal Auto,Personal L2,Offer3,Agent,900.0,SUV,1,2,4
GK24074,Arizona,3691.765242,No,1,College,,F,37202,0,Married,93,30,86,0,1,Personal Auto,Personal L3,Offer3,Branch,322.528829,Two-Door Car,1,1,4
DL61016,Oregon,4940.508153,No,0,College,,M,65985,2,Single,71,3,47,5,4,Special Auto,Special L1,Offer2,Agent,42.43131,Four-Door Car,1,2,6
EV60177,California,8503.942634,No,0,High School or Below,,F,87771,1,Single,74,8,9,4,2,Personal Auto,Personal L3,Offer2,Branch,355.2,Four-Door Car,0,2,1
AF37776,California,10419.16743,No,1,Bachelor,,F,80192,2,Married,129,8,69,0,9,Personal Auto,Personal L1,Offer3,Call Center,200.662297,SUV,2,1,6
NC78961,Oregon,4139.89767,No,0,Bachelor,,M,35945,1,Divorced,105,14,25,0,1,Personal Auto,Personal L3,Offer1,Agent,756.0,SUV,0,2,4
YA15471,Oregon,7627.660848,No,0,College,,M,93004,0,Married,63,31,2,0,2,Corporate Auto,Corporate L3,Offer1,Branch,205.957043,Four-Door Car,1,1,4
QA93530,Nevada,5757.489397,No,0,College,,F,81491,2,Divorced,72,21,24,0,3,Personal Auto,Personal L1,Offer3,Agent,61.715527,Four-Door Car,1,2,3
EL55611,California,5555.492159,No,1,High School or Below,,F,51705,0,Married,139,26,79,0,1,Personal Auto,Personal L3,Offer1,Agent,545.291103,SUV,1,1,3
ZQ96022,Oregon,9594.78115,No,1,College,,F,31421,1,Married,81,5,95,0,2,Personal Auto,Personal L3,Offer3,Web,388.8,Two-Door Car,1,2,2
OM69210,Arizona,5411.936509,No,1,Bachelor,,M,81531,0,Married,135,23,50,0,1,Personal Auto,Personal L3,Offer2,Web,420.434259,SUV,0,1,5
VU72280,California,5318.89664,Yes,0,Bachelor,,F,25134,1,Married,67,3,0,0,6,Corporate Auto,Corporate L2,Offer2,Call Center,321.6,Four-Door Car,0,1,2
WC21189,California,7731.713059,No,1,College,,F,37386,1,Married,97,1,4,0,3,Corporate Auto,Corporate L1,Offer1,Branch,465.6,Four-Door Car,2,2,4
JX50334,California,2004.350666,Yes,0,College,,F,0,1,Divorced,66,16,35,4,1,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,0,2,1
GB70736,Oregon,5510.965059,No,0,College,,F,99553,2,Married,68,14,85,0,6,Corporate Auto,Corporate L3,Offer4,Web,111.586995,Four-Door Car,1,1,4
MF49636,Arizona,5390.27165,No,0,High School or Below,,M,70705,0,Married,69,31,61,2,6,Personal Auto,Personal L1,Offer1,Agent,272.024652,Two-Door Car,1,2,2
TG29325,Nevada,2658.217729,No,0,College,,F,22724,2,Single,69,21,39,0,1,Personal Auto,Personal L1,Offer3,Agent,9.424668,Four-Door Car,1,1,2
MW83318,Oregon,8826.611996,No,0,College,,F,26320,1,Married,111,3,92,0,9,Corporate Auto,Corporate L2,Offer1,Web,603.819794,SUV,2,2,3
LM54297,Nevada,4713.404623,No,0,Bachelor,,M,0,1,Single,69,7,90,0,8,Personal Auto,Personal L3,Offer1,Agent,806.534801,Four-Door Car,1,1,5
NI78185,California,2393.915369,Yes,0,College,,M,0,1,Single,70,24,10,0,1,Personal Auto,Personal L2,Offer1,Branch,425.266308,Four-Door Car,1,1,0
HL14274,California,11895.18188,No,1,College,,F,88218,2,Divorced,99,9,25,0,2,Personal Auto,Personal L3,Offer2,Web,50.32306,Two-Door Car,2,2,0
SF86727,Nevada,5580.960642,No,0,Master,,M,25180,0,Married,70,21,44,0,9,Personal Auto,Personal L2,Offer2,Branch,235.895575,Four-Door Car,1,2,2
EM89554,Oregon,8617.550432,No,0,Bachelor,,F,48091,2,Married,108,30,66,0,9,Personal Auto,Personal L1,Offer1,Branch,132.041491,SUV,1,1,3
XP50892,Oregon,3940.123576,No,0,High School or Below,,M,92539,2,Single,100,1,55,0,1,Corporate Auto,Corporate L3,Offer2,Branch,25.713622,SUV,1,2,3
VH77056,Arizona,2448.765205,No,0,Bachelor,,F,40658,2,Married,61,24,79,1,1,Personal Auto,Personal L2,Offer3,Call Center,38.379869,Four-Door Car,1,2,0
JF19701,Arizona,4439.677708,No,0,Bachelor,,M,75453,2,Married,112,6,90,0,1,Special Auto,Special L3,Offer2,Web,163.9498,SUV,1,1,2
JN49891,Oregon,2534.946955,No,0,College,,M,94003,1,Single,64,14,39,0,1,Personal Auto,Personal L2,Offer2,Call Center,307.2,Four-Door Car,1,1,1
HL35876,Washington,2393.915369,Yes,0,College,,M,0,1,Single,70,24,10,0,1,Personal Auto,Personal L2,Offer1,Branch,425.266308,Four-Door Car,1,1,0
RD87161,Washington,2681.332102,No,0,High School or Below,,F,0,1,Married,71,2,94,1,1,Personal Auto,Personal L2,Offer1,Branch,340.8,Four-Door Car,0,2,4
EC28314,California,4984.618655,Yes,0,Bachelor,,M,86305,2,Married,62,1,99,0,5,Personal Auto,Personal L2,Offer2,Call Center,80.73124,Four-Door Car,1,1,1
GR53936,Oregon,5246.278375,Yes,0,Bachelor,,F,28909,1,Married,66,15,66,0,8,Corporate Auto,Corporate L2,Offer1,Agent,456.702735,Two-Door Car,1,1,4
YF81002,Oregon,3269.013926,No,1,College,,M,26140,1,Married,84,23,37,1,1,Personal Auto,Personal L3,Offer4,Branch,403.2,Two-Door Car,0,2,4
AZ75509,Arizona,2479.920134,No,0,Bachelor,,F,31678,2,Married,63,7,3,0,1,Personal Auto,Personal L2,Offer2,Branch,76.629988,Two-Door Car,1,1,4
No93155,Arizona,7200.566588,No,0,Master,,M,28245,1,Married,62,0,16,0,2,Personal Auto,Personal L3,Offer1,Agent,297.6,Two-Door Car,1,2,5
FG21322,Oregon,7917.119912,No,0,Bachelor,,F,0,1,Single,72,0,97,0,2,Personal Auto,Personal L1,Offer2,Web,345.6,Four-Door Car,1,1,5
FQ32742,Arizona,7553.936525,No,0,Doctor,,M,38008,0,Divorced,68,12,40,4,2,Personal Auto,Personal L2,Offer2,Agent,321.789644,Four-Door Car,1,1,0
YF30946,California,2405.618791,No,0,College,,M,63032,1,Married,61,5,79,0,1,Personal Auto,Personal L3,Offer2,Agent,404.550554,Four-Door Car,1,2,5
TH69908,Washington,4865.371797,No,1,College,,F,27228,2,Married,129,19,61,4,1,Personal Auto,Personal L3,Offer4,Branch,238.262773,Sports Car,1,1,1
QA78691,Nevada,16388.09542,No,0,Bachelor,,F,0,1,Single,68,5,4,1,2,Personal Auto,Personal L2,Offer2,Call Center,483.578159,Four-Door Car,2,1,3
NL44360,Oregon,2611.14858,No,0,Bachelor,,F,13424,1,Divorced,71,30,78,0,1,Personal Auto,Personal L3,Offer3,Call Center,340.8,Four-Door Car,1,1,6
HO77809,Oregon,8688.754812,No,0,College,,F,59098,1,Divorced,110,31,73,0,3,Personal Auto,Personal L3,Offer2,Agent,665.931223,SUV,1,1,3
HU41273,Oregon,8564.768226,Yes,0,High School or Below,,M,95697,2,Married,107,29,29,0,9,Personal Auto,Personal L2,Offer2,Agent,178.006524,Sports Car,1,2,3
VS73599,Arizona,7019.177186,Yes,0,College,,M,26806,1,Married,63,32,19,0,2,Personal Auto,Personal L2,Offer1,Agent,302.4,Four-Door Car,1,1,6
TO74000,Oregon,8114.409136,No,0,High School or Below,,M,30595,1,Married,69,22,36,0,2,Corporate Auto,Corporate L2,Offer1,Agent,446.08476,Four-Door Car,1,2,1
MS45259,Nevada,4864.382304,No,0,College,,M,88079,2,Married,61,16,37,0,3,Personal Auto,Personal L2,Offer2,Agent,121.88814,Two-Door Car,1,2,6
LI45265,Oregon,8569.422637,No,0,Bachelor,,F,99803,0,Married,71,1,67,0,2,Personal Auto,Personal L2,Offer2,Call Center,189.143402,Four-Door Car,0,1,0
YE64125,Oregon,2649.207711,No,0,College,,F,36283,0,Divorced,68,14,63,1,1,Personal Auto,Personal L2,Offer1,Call Center,291.410965,Four-Door Car,1,1,5
QT39025,Arizona,4582.899414,No,0,Bachelor,,F,66991,0,Married,115,1,71,0,1,Personal Auto,Personal L3,Offer2,Branch,399.617715,SUV,1,1,1
LO15516,California,2691.70088,No,0,Bachelor,,M,34322,1,Married,70,20,46,2,1,Corporate Auto,Corporate L2,Offer2,Agent,336.0,Four-Door Car,1,1,5
FM47139,Oregon,2466.376803,No,0,College,,F,44855,2,Married,63,3,71,1,1,Personal Auto,Personal L3,Offer2,Branch,103.607499,Four-Door Car,1,2,6
LW59140,Arizona,9277.472901,No,2,Bachelor,,M,97729,2,Married,115,4,48,1,7,Personal Auto,Personal L1,Offer3,Branch,221.047584,Four-Door Car,2,1,1
JA26024,Oregon,4142.561212,No,2,High School or Below,,F,48263,1,Married,104,2,32,0,1,Personal Auto,Personal L3,Offer2,Branch,674.863718,Two-Door Car,0,1,1
QT43282,Oregon,9409.143498,No,0,Master,,M,76847,2,Single,118,16,52,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,31.58501,SUV,1,2,4
NL17964,Oregon,2581.022016,No,0,High School or Below,,M,35795,1,Married,65,25,53,0,1,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,1,1,0
CD27895,California,7637.111954,No,0,Bachelor,,F,0,1,Single,71,1,29,0,2,Personal Auto,Personal L2,Offer1,Call Center,340.8,Four-Door Car,2,1,4
CF62992,Oregon,2471.077732,No,0,High School or Below,,F,53074,0,Married,61,5,86,0,1,Personal Auto,Personal L2,Offer1,Agent,268.773368,Two-Door Car,1,1,6
QK23742,California,2302.818965,No,0,College,,F,0,1,Single,63,13,48,0,1,Corporate Auto,Corporate L2,Offer3,Web,732.638975,Four-Door Car,2,2,4
UV64489,Arizona,8716.368952,No,0,Bachelor,,F,28743,1,Single,112,9,13,0,3,Personal Auto,Personal L3,Offer3,Call Center,537.6,SUV,1,2,0
ED65109,California,5207.985921,No,0,College,,F,81839,2,Married,65,23,39,1,4,Personal Auto,Personal L1,Offer1,Agent,74.666163,Four-Door Car,1,1,4
SC40169,Oregon,2719.506996,Yes,0,College,,F,14030,1,Married,72,11,3,0,1,Personal Auto,Personal L2,Offer2,Branch,345.6,Two-Door Car,2,1,0
PW88443,Oregon,2452.726922,No,0,College,,F,32764,1,Married,61,30,23,0,1,Personal Auto,Personal L2,Offer4,Web,292.953446,Two-Door Car,0,1,4
YZ38778,Oregon,3829.090645,No,1,Master,,M,74775,1,Divorced,95,18,35,0,1,Personal Auto,Personal L1,Offer2,Web,676.658911,Four-Door Car,0,1,1
EO77382,Arizona,8873.525122,No,2,Bachelor,,F,53503,1,Single,114,3,43,0,7,Personal Auto,Personal L1,Offer1,Agent,547.2,Four-Door Car,1,2,0
SM42728,California,15925.05739,No,1,College,,M,34455,1,Married,135,8,69,0,2,Personal Auto,Personal L2,Offer2,Call Center,648.0,SUV,1,2,2
PX31667,Washington,2952.360309,No,0,High School or Below,,M,52198,1,Married,74,2,62,0,1,Personal Auto,Personal L3,Offer1,Branch,355.2,Two-Door Car,0,2,3
NC35008,Oregon,15923.95503,No,1,College,,F,64429,2,Married,133,1,58,2,2,Personal Auto,Personal L3,Offer3,Call Center,222.080015,SUV,1,1,4
XC77244,Oregon,7285.030983,Yes,0,High School or Below,,M,44788,1,Married,61,6,48,0,2,Personal Auto,Personal L3,Offer2,Agent,386.031248,Four-Door Car,0,2,0
UM52895,California,13104.30284,No,0,Bachelor,,F,30130,1,Married,110,22,12,0,2,Personal Auto,Personal L3,Offer1,Call Center,528.0,SUV,0,1,2
WV39838,Arizona,2436.839358,No,0,College,,F,0,2,Married,65,34,84,0,1,Personal Auto,Personal L3,Offer2,Branch,149.241472,Two-Door Car,2,2,1
QD86074,Oregon,9035.671134,Yes,2,High School or Below,,F,34337,1,Married,113,20,44,0,9,Corporate Auto,Corporate L1,Offer2,Web,542.4,Four-Door Car,2,1,4
XH20787,California,2549.080421,No,0,College,,M,52980,0,Married,64,33,93,0,1,Personal Auto,Personal L2,Offer1,Branch,191.945693,Four-Door Car,2,2,4
ZU50513,California,8954.840118,No,0,Bachelor,,F,97736,2,Married,74,19,22,0,2,Personal Auto,Personal L2,Offer4,Agent,60.090984,Four-Door Car,1,1,0
TW42649,Washington,2467.97792,No,0,College,,F,0,0,Married,67,0,14,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,222.903462,Two-Door Car,1,2,1
QH46481,Washington,7700.619936,No,0,High School or Below,,F,0,1,Single,73,18,16,1,2,Corporate Auto,Corporate L1,Offer1,Branch,792.868448,Four-Door Car,1,1,2
MQ73697,Nevada,3776.665506,No,1,College,,F,68727,0,Married,94,19,76,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,386.520235,Two-Door Car,2,2,0
UG48681,Nevada,8044.872393,Yes,0,Bachelor,,M,71391,0,Married,67,29,39,0,2,Personal Auto,Personal L3,Offer2,Agent,284.000172,Four-Door Car,1,2,5
ID58230,California,5029.671927,No,0,College,,F,62271,2,Married,63,30,52,0,3,Personal Auto,Personal L3,Offer4,Agent,25.478179,Four-Door Car,1,1,6
EP64833,California,6179.699689,No,1,High School or Below,,F,0,1,Single,86,12,96,0,8,Corporate Auto,Corporate L3,Offer3,Call Center,412.8,Four-Door Car,1,2,5
MC69755,Washington,5678.050167,Yes,1,Bachelor,,F,0,1,Married,76,8,44,0,3,Personal Auto,Personal L3,Offer2,Agent,364.8,Four-Door Car,0,1,2
ZZ41158,Washington,4089.429492,No,0,College,,M,28506,1,Married,104,27,37,0,1,Personal Auto,Personal L1,Offer2,Agent,499.2,SUV,0,2,3
QM59790,Arizona,3142.87734,No,1,High School or Below,,F,0,1,Divorced,86,17,35,0,1,Personal Auto,Personal L3,Offer4,Branch,412.8,Four-Door Car,0,2,4
ZU69163,California,5586.893159,No,0,Doctor,,F,94161,2,Married,69,0,65,0,4,Personal Auto,Personal L3,Offer2,Agent,108.989737,Four-Door Car,1,1,4
EB72052,Oregon,12105.29422,No,0,College,,M,33345,1,Divorced,102,34,37,0,2,Personal Auto,Personal L3,Offer2,Call Center,694.078608,SUV,1,2,6
WA60547,California,11971.97765,No,2,College,,F,64195,0,Divorced,158,0,27,4,6,Personal Auto,Personal L1,Offer1,Branch,618.288849,SUV,1,2,6
RV97631,Oregon,15328.45723,No,1,College,,F,0,1,Married,138,1,34,0,2,Corporate Auto,Corporate L2,Offer1,Agent,688.828746,SUV,0,2,5
SS20130,Oregon,5424.256733,No,0,Bachelor,,F,67414,2,Married,68,7,37,0,8,Personal Auto,Personal L1,Offer2,Branch,148.778455,Four-Door Car,1,2,6
ZI72165,Arizona,4981.825724,No,0,High School or Below,,M,33176,1,Married,63,22,75,0,3,Corporate Auto,Corporate L3,Offer3,Branch,302.4,Four-Door Car,1,1,2
HD29166,Oregon,14635.45158,Yes,1,Bachelor,,F,0,1,Divorced,139,5,56,0,2,Personal Auto,Personal L3,Offer1,Call Center,667.2,SUV,1,2,6
NP30139,Oregon,6862.866306,No,1,College,,M,56779,1,Divorced,86,21,16,0,3,Corporate Auto,Corporate L1,Offer3,Web,435.388932,Four-Door Car,1,1,5
FV54537,California,13745.04802,No,0,College,,M,40810,1,Married,114,8,14,0,2,Personal Auto,Personal L2,Offer1,Branch,780.378964,SUV,1,1,0
SG62327,Nevada,8111.651948,No,0,High School or Below,,M,30622,1,Married,68,22,86,0,2,Corporate Auto,Corporate L3,Offer1,Agent,326.4,Four-Door Car,0,2,0
EU48798,Nevada,8160.587729,No,0,College,,F,24980,1,Divorced,71,34,14,0,2,Personal Auto,Personal L3,Offer2,Web,511.2,Two-Door Car,1,2,0
WE93328,Nevada,3919.366722,Yes,1,High School or Below,,F,66676,1,Married,97,0,40,0,1,Corporate Auto,Corporate L3,Offer3,Agent,558.099357,Four-Door Car,0,1,2
KP83069,California,7286.155383,No,0,High School or Below,,F,0,1,Single,69,4,83,1,2,Personal Auto,Personal L3,Offer2,Branch,669.716478,Four-Door Car,0,1,5
GO56075,Oregon,7589.634,No,0,High School or Below,,M,0,1,Married,69,30,97,0,2,Personal Auto,Personal L3,Offer1,Branch,331.2,Four-Door Car,0,1,0
DI19952,Arizona,9032.370378,No,1,Bachelor,,F,0,2,Married,82,24,21,0,2,Personal Auto,Personal L1,Offer1,Branch,157.208336,Four-Door Car,1,1,5
SV58690,California,5555.556089,No,0,Bachelor,,M,41853,2,Single,71,17,51,0,3,Personal Auto,Personal L2,Offer1,Agent,155.511553,Two-Door Car,1,1,1
RF35142,Nevada,8257.666512,Yes,0,Bachelor,,F,23815,1,Married,73,4,47,0,2,Personal Auto,Personal L1,Offer2,Call Center,424.330166,Four-Door Car,1,1,2
CU69816,California,2721.749756,No,0,Bachelor,,M,22885,1,Married,73,20,46,0,1,Corporate Auto,Corporate L2,Offer2,Web,386.245297,Four-Door Car,1,2,1
